Volatility 3 Framework 2.28.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
8908	11672	Teams.exe	0xb78d0f866080	0	-	1	False	2020-11-13 15:37:03.000000 UTC	2020-11-13 15:43:03.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25300	11672	Teams.exe	0xb78d117e4080	0	-	1	False	2020-11-15 13:56:27.000000 UTC	2020-11-15 13:57:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25304	11672	Teams.exe	0xb78d112a0080	0	-	1	False	2020-11-14 13:42:10.000000 UTC	2020-11-14 13:48:10.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8920	11672	Teams.exe	0xb78cf8b97300	0	-	1	False	2020-11-14 15:52:07.000000 UTC	2020-11-14 15:55:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17120	11672	Teams.exe	0xb78cf7e98080	0	-	1	False	2020-11-11 13:36:46.000000 UTC	2020-11-11 13:42:46.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17124	11672	Teams.exe	0xb78d09c9d080	0	-	1	False	2020-11-12 06:08:17.000000 UTC	2020-11-12 06:10:17.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25324	11672	Teams.exe	0xb78d10e3b080	0	-	1	False	2020-11-15 22:08:28.000000 UTC	2020-11-15 22:10:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25332	11672	Teams.exe	0xb78d09f0f080	0	-	1	False	2020-11-14 05:24:01.000000 UTC	2020-11-14 05:25:01.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8952	11672	Teams.exe	0xb78d1436a080	0	-	1	False	2020-11-16 02:14:23.000000 UTC	2020-11-16 02:16:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25340	11672	Teams.exe	0xb78d14445080	0	-	1	False	2020-11-15 23:26:28.000000 UTC	2020-11-15 23:27:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8964	11672	Teams.exe	0xb78cf8c50080	0	-	1	False	2020-11-11 13:18:44.000000 UTC	2020-11-11 13:22:44.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17156	11672	Teams.exe	0xb78d00574080	0	-	1	False	2020-11-11 16:14:23.000000 UTC	2020-11-11 16:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25352	11672	Teams.exe	0xb78d14382080	0	-	1	False	2020-11-15 03:56:27.000000 UTC	2020-11-15 03:57:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8968	11672	Teams.exe	0xb78d0933a080	0	-	1	False	2020-11-15 21:34:25.000000 UTC	2020-11-15 21:35:55.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25356	11672	Teams.exe	0xb78d1554d080	0	-	1	False	2020-11-15 11:52:07.000000 UTC	2020-11-15 11:55:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8984	11672	Teams.exe	0xb78d155020c0	0	-	1	False	2020-11-14 19:24:27.000000 UTC	2020-11-14 19:25:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17176	11672	Teams.exe	0xb78d0addc080	0	-	1	False	2020-11-15 06:10:34.000000 UTC	2020-11-15 06:11:34.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25372	11672	Teams.exe	0xb78d103a60c0	0	-	1	False	2020-11-13 22:37:48.000000 UTC	2020-11-13 22:41:48.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25376	11672	Teams.exe	0xb78d132cf080	0	-	1	False	2020-11-15 00:22:07.000000 UTC	2020-11-15 00:24:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 8996	11672	Teams.exe	0xb78d0adb1080	0	-	1	False	2020-11-15 22:32:28.000000 UTC	2020-11-15 22:34:58.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17200	11672	Teams.exe	0xb78d0d0e5080	0	-	1	False	2020-11-11 23:35:42.000000 UTC	2020-11-11 23:37:42.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17208	11672	Teams.exe	0xb78d0cbc8080	0	-	1	False	2020-11-12 22:58:14.000000 UTC	2020-11-12 23:02:15.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17220	11672	Teams.exe	0xb78d00386300	0	-	1	False	2020-11-14 15:49:27.000000 UTC	2020-11-14 15:50:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17224	11672	Teams.exe	0xb78d09b24080	0	-	1	False	2020-11-12 09:12:32.000000 UTC	2020-11-12 09:22:32.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25424	11672	Teams.exe	0xb78d0faf0080	0	-	1	False	2020-11-14 00:22:01.000000 UTC	2020-11-14 00:24:01.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 852	11672	Teams.exe	0xb78d0ad2a080	0	-	1	False	2020-11-11 23:43:42.000000 UTC	2020-11-11 23:53:42.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25428	11672	Teams.exe	0xb78d0a3d5080	0	-	1	False	2020-11-15 14:14:23.000000 UTC	2020-11-15 14:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9044	11672	Teams.exe	0xb78d14649080	0	-	1	False	2020-11-15 21:02:28.000000 UTC	2020-11-15 21:03:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9048	11672	Teams.exe	0xb78d054c9080	0	-	1	False	2020-11-15 14:41:16.000000 UTC	2020-11-15 14:42:46.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9052	11672	Teams.exe	0xb78d10e33080	0	-	1	False	2020-11-14 22:14:23.000000 UTC	2020-11-14 22:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9060	11672	Teams.exe	0xb78d0aacc080	0	-	1	False	2020-11-11 09:12:26.000000 UTC	2020-11-11 09:18:26.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25448	11672	Teams.exe	0xb78d0f957080	0	-	1	False	2020-11-14 02:14:23.000000 UTC	2020-11-14 02:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25452	11672	Teams.exe	0xb78d0f95d080	0	-	1	False	2020-11-14 06:26:27.000000 UTC	2020-11-14 06:27:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17272	11672	Teams.exe	0xb78d0ad96080	0	-	1	False	2020-11-11 21:47:33.000000 UTC	2020-11-11 21:53:33.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17284	11672	Teams.exe	0xb78d09fa2080	0	-	1	False	2020-11-12 06:18:17.000000 UTC	2020-11-12 06:22:17.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25476	11672	Teams.exe	0xb78d0f504080	0	-	1	False	2020-11-14 09:09:27.000000 UTC	2020-11-14 09:10:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25480	11672	Teams.exe	0xb78d0dbf8080	0	-	1	False	2020-11-14 04:14:23.000000 UTC	2020-11-14 04:14:24.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17300	11672	Teams.exe	0xb78d0cdf0080	0	-	1	False	2020-11-13 00:34:23.000000 UTC	2020-11-13 00:38:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 916	11672	Teams.exe	0xb78d0a0c4080	0	-	1	False	2020-11-15 00:14:23.000000 UTC	2020-11-15 00:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9120	11672	Teams.exe	0xb78d0d8b8340	0	-	1	False	2020-11-14 15:44:23.000000 UTC	2020-11-14 15:46:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9124	11672	Teams.exe	0xb78cff2560c0	0	-	1	False	2020-11-12 13:10:53.000000 UTC	2020-11-12 13:12:53.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25512	11672	Teams.exe	0xb78d145130c0	0	-	1	False	2020-11-14 20:08:27.000000 UTC	2020-11-14 20:10:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25516	11672	Teams.exe	0xb78d0fb3e080	0	-	1	False	2020-11-14 22:24:27.000000 UTC	2020-11-14 22:26:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25520	11672	Teams.exe	0xb78d0fb3f080	0	-	1	False	2020-11-14 01:54:08.000000 UTC	2020-11-14 01:58:09.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17328	11672	Teams.exe	0xb78d1128c080	0	-	1	False	2020-11-15 20:28:15.000000 UTC	2020-11-15 20:29:15.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25524	11672	Teams.exe	0xb78cf8f2e080	0	-	1	False	2020-11-14 15:32:27.000000 UTC	2020-11-14 15:33:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17336	11672	Teams.exe	0xb78d0f52f080	0	-	1	False	2020-11-13 01:36:29.000000 UTC	2020-11-13 01:42:29.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25528	11672	Teams.exe	0xb78d0d2b9080	0	-	1	False	2020-11-13 23:03:50.000000 UTC	2020-11-13 23:05:50.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9144	11672	Teams.exe	0xb78d1146f080	0	-	1	False	2020-11-15 03:04:27.000000 UTC	2020-11-15 03:06:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17340	11672	Teams.exe	0xb78d11706080	0	-	1	False	2020-11-15 19:56:28.000000 UTC	2020-11-15 19:57:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 960	11672	Teams.exe	0xb78d099c1080	0	-	1	False	2020-11-12 04:18:04.000000 UTC	2020-11-12 04:22:04.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9152	11672	Teams.exe	0xb78d10418080	0	-	1	False	2020-11-15 13:49:27.000000 UTC	2020-11-15 13:50:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17348	11672	Teams.exe	0xb78d0eef0300	0	-	1	False	2020-11-13 11:09:59.000000 UTC	2020-11-13 11:11:59.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25548	11672	Teams.exe	0xb78cf80d1080	0	-	1	False	2020-11-15 00:08:27.000000 UTC	2020-11-15 00:10:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9168	11672	Teams.exe	0xb78d15419080	0	-	1	False	2020-11-15 01:24:27.000000 UTC	2020-11-15 01:25:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25556	11672	Teams.exe	0xb78d1452c080	0	-	1	False	2020-11-15 02:59:27.000000 UTC	2020-11-15 03:00:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9176	11672	Teams.exe	0xb78d0edd2080	0	-	1	False	2020-11-13 00:14:23.000000 UTC	2020-11-13 00:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25560	11672	Teams.exe	0xb78d1525f340	0	-	1	False	2020-11-14 17:34:24.000000 UTC	2020-11-14 17:35:54.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17368	11672	Teams.exe	0xb78d11c04080	0	-	1	False	2020-11-15 10:22:07.000000 UTC	2020-11-15 10:24:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17376	11672	Teams.exe	0xb78d09a7c080	0	-	1	False	2020-11-11 09:20:27.000000 UTC	2020-11-11 09:22:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25568	11672	Teams.exe	0xb78cffa24080	0	-	1	False	2020-11-14 03:50:18.000000 UTC	2020-11-14 03:56:18.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9184	11672	Teams.exe	0xb78d149350c0	0	-	1	False	2020-11-14 19:19:27.000000 UTC	2020-11-14 19:20:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17384	11672	Teams.exe	0xb78d0ac10080	0	-	1	False	2020-11-12 01:25:50.000000 UTC	2020-11-12 01:27:50.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25576	11672	Teams.exe	0xb78d144d5080	0	-	1	False	2020-11-15 18:59:28.000000 UTC	2020-11-15 19:00:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9196	11672	Teams.exe	0xb78d0a878080	0	-	1	False	2020-11-15 04:41:16.000000 UTC	2020-11-15 04:42:46.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25584	11672	Teams.exe	0xb78d110d1080	0	-	1	False	2020-11-15 04:52:07.000000 UTC	2020-11-15 04:54:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25588	11672	Teams.exe	0xb78d0aad1080	0	-	1	False	2020-11-14 11:14:06.000000 UTC	2020-11-14 11:15:36.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9204	11672	Teams.exe	0xb78d0ed55080	0	-	1	False	2020-11-15 02:50:27.000000 UTC	2020-11-15 02:51:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25592	11672	Teams.exe	0xb78cff9bc080	0	-	1	False	2020-11-15 04:24:27.000000 UTC	2020-11-15 04:26:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9212	11672	Teams.exe	0xb78d0aef3140	0	-	1	False	2020-11-12 20:24:00.000000 UTC	2020-11-12 20:26:00.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17412	11672	Teams.exe	0xb78d1121a080	0	-	1	False	2020-11-14 22:56:27.000000 UTC	2020-11-14 22:58:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17416	11672	Teams.exe	0xb78d0da57080	0	-	1	False	2020-11-12 14:05:06.000000 UTC	2020-11-12 14:07:06.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 1036	11672	Teams.exe	0xb78d0546e140	0	-	1	False	2020-11-12 18:23:49.000000 UTC	2020-11-12 18:25:49.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17420	11672	Teams.exe	0xb78d0f52e080	0	-	1	False	2020-11-13 14:14:23.000000 UTC	2020-11-13 14:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17424	11672	Teams.exe	0xb78d09f93300	0	-	1	False	2020-11-11 11:42:37.000000 UTC	2020-11-11 11:52:38.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25620	11672	Teams.exe	0xb78d14587080	0	-	1	False	2020-11-15 12:41:16.000000 UTC	2020-11-15 12:42:46.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 1048	11672	Teams.exe	0xb78cf80f3080	0	-	1	False	2020-11-15 17:24:28.000000 UTC	2020-11-15 17:25:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9240	11672	Teams.exe	0xb78d151e1080	0	-	1	False	2020-11-15 17:49:28.000000 UTC	2020-11-15 17:50:58.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17436	11672	Teams.exe	0xb78cf98a9080	0	-	1	False	2020-11-12 08:42:29.000000 UTC	2020-11-12 08:58:30.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9244	11672	Teams.exe	0xb78d10e3e080	0	-	1	False	2020-11-15 21:37:17.000000 UTC	2020-11-15 21:39:17.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25632	11672	Teams.exe	0xb78d0faf1080	0	-	1	False	2020-11-14 11:47:55.000000 UTC	2020-11-14 11:49:25.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17444	11672	Teams.exe	0xb78d0f4bb080	0	-	1	False	2020-11-13 01:12:27.000000 UTC	2020-11-13 01:18:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25640	11672	Teams.exe	0xb78d0dbc3080	0	-	1	False	2020-11-14 05:44:06.000000 UTC	2020-11-14 05:45:06.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17448	11672	Teams.exe	0xb78d14566080	0	-	1	False	2020-11-15 17:02:28.000000 UTC	2020-11-15 17:03:28.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9264	11672	Teams.exe	0xb78d09fa4080	0	-	1	False	2020-11-12 19:43:56.000000 UTC	2020-11-12 19:51:56.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25648	11672	Teams.exe	0xb78d0d8612c0	0	-	1	False	2020-11-14 09:02:27.000000 UTC	2020-11-14 09:03:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9268	11672	Teams.exe	0xb78d00aa6080	0	-	1	False	2020-11-13 18:31:27.000000 UTC	2020-11-13 18:35:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25652	11672	Teams.exe	0xb78d0b9e1080	0	-	1	False	2020-11-14 21:59:27.000000 UTC	2020-11-14 22:00:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17464	11672	Teams.exe	0xb78d0db5a080	0	-	1	False	2020-11-11 21:43:32.000000 UTC	2020-11-11 21:47:32.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 1080	11672	Teams.exe	0xb78d14555080	0	-	1	False	2020-11-15 02:13:53.000000 UTC	2020-11-15 02:16:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9272	11672	Teams.exe	0xb78d000b4080	0	-	1	False	2020-11-15 02:22:07.000000 UTC	2020-11-15 02:24:07.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25656	11672	Teams.exe	0xb78cf8a2a080	0	-	1	False	2020-11-15 08:39:27.000000 UTC	2020-11-15 08:40:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9276	11672	Teams.exe	0xb78d0d759080	0	-	1	False	2020-11-11 23:11:40.000000 UTC	2020-11-11 23:13:40.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17468	11672	Teams.exe	0xb78d0d26e080	0	-	1	False	2020-11-12 01:37:51.000000 UTC	2020-11-12 01:41:51.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25660	11672	Teams.exe	0xb78d14a1b080	0	-	1	False	2020-11-15 16:24:28.000000 UTC	2020-11-15 16:26:58.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9284	11672	Teams.exe	0xb78d09f92080	0	-	1	False	2020-11-12 09:10:31.000000 UTC	2020-11-12 09:12:31.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25668	11672	Teams.exe	0xb78d0ab60080	0	-	1	False	2020-11-14 22:19:27.000000 UTC	2020-11-14 22:20:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17476	11672	Teams.exe	0xb78d14d73080	0	-	1	False	2020-11-15 01:44:23.000000 UTC	2020-11-15 01:46:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9288	11672	Teams.exe	0xb78d09f20080	0	-	1	False	2020-11-13 04:14:23.000000 UTC	2020-11-13 04:14:23.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17484	11672	Teams.exe	0xb78d0db3f080	0	-	1	False	2020-11-11 09:42:29.000000 UTC	2020-11-11 09:52:29.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25676	11672	Teams.exe	0xb78d09f82080	0	-	1	False	2020-11-14 22:32:27.000000 UTC	2020-11-14 22:34:57.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17488	11672	Teams.exe	0xb78d153a5080	0	-	1	False	2020-11-15 02:14:23.000000 UTC	2020-11-15 02:14:24.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17500	11672	Teams.exe	0xb78d0dc2b080	0	-	1	False	2020-11-12 14:53:20.000000 UTC	2020-11-12 14:59:20.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9312	11672	Teams.exe	0xb78d0dcd4080	0	-	1	False	2020-11-11 08:31:18.000000 UTC	2020-11-11 08:35:18.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 1120	11672	Teams.exe	0xb78d099d8080	0	-	1	False	2020-11-14 06:24:27.000000 UTC	2020-11-14 06:25:27.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17504	11672	Teams.exe	0xb78d0dd27080	0	-	1	False	2020-11-15 19:49:28.000000 UTC	2020-11-15 19:50:58.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9316	11672	Teams.exe	0xb78d09553080	0	-	1	False	2020-11-11 20:11:24.000000 UTC	2020-11-11 20:13:24.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 17512	11672	Teams.exe	0xb78d05785080	0	-	1	False	2020-11-12 01:27:51.000000 UTC	2020-11-12 01:33:51.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 9324	11672	Teams.exe	0xb78d15520080	0	-	1	False	2020-11-14 20:01:16.000000 UTC	2020-11-14 20:03:16.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 25712	11672	Teams.exe	0xb78d13ae3080	0	-	1	False	2020-11-15 13:29:16.000000 UTC	2020-11-15 13:30:46.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
* 1140	11672	Teams.exe	0xb78d00ae3080	0	-	1	False	2020-11-14 16:49:16.000000 UTC	2020-11-14 16:51:16.000000 UTC	\Device\HarddiskVolume3\Users\fredr\AppData\Local\Microsoft\Teams\current\Teams.exe	-	-
